DATE,SP500
07/05/13,1631.89
07/08/13,1640.46
07/09/13,1652.32
07/10/13,1652.62
07/11/13,1675.02
07/12/13,1680.19
07/15/13,1682.5
07/16/13,1676.26
07/17/13,1680.91
07/18/13,1689.37
07/19/13,1692.09
07/22/13,1695.53
07/23/13,1692.39
07/24/13,1685.94
07/25/13,1690.25
07/26/13,1691.65
07/29/13,1685.33
07/30/13,1685.96
07/31/13,1685.73
08/01/13,1706.87
08/02/13,1709.67
08/05/13,1707.14
08/06/13,1697.37
08/07/13,1690.91
08/08/13,1697.48
08/09/13,1691.42
08/12/13,1689.47
08/13/13,1694.16
08/14/13,1685.39
08/15/13,1661.32
08/16/13,1655.83
08/19/13,1646.06
08/20/13,1652.35
08/21/13,1642.8
08/22/13,1656.96
08/23/13,1663.5
08/26/13,1656.78
08/27/13,1630.48
08/28/13,1634.96
08/29/13,1638.17
08/30/13,1632.97
09/02/13,0
09/03/13,1639.77
09/04/13,1653.08
09/05/13,1655.08
09/06/13,1655.17
09/09/13,1671.71
09/10/13,1683.99
09/11/13,1689.13
09/12/13,1683.42
09/13/13,1687.99
09/16/13,1697.6
09/17/13,1704.76
09/18/13,1725.52
09/19/13,1722.34
09/20/13,1709.91
09/23/13,1701.84
09/24/13,1697.42
09/25/13,1692.77
09/26/13,1698.67
09/27/13,1691.75
09/30/13,1681.55
10/01/13,1695
10/02/13,1693.87
10/03/13,1678.66
10/04/13,1690.5
10/07/13,1676.12
10/08/13,1655.45
10/09/13,1656.4
10/10/13,1692.56
10/11/13,1703.2
10/14/13,1710.14
10/15/13,1698.06
10/16/13,1721.54
10/17/13,1733.15
10/18/13,1744.5
10/21/13,1744.66
10/22/13,1754.67
10/23/13,1746.38
10/24/13,1752.07
10/25/13,1759.77
10/28/13,1762.11
10/29/13,1771.95
10/30/13,1763.31
10/31/13,1756.54
11/01/13,1761.64
11/04/13,1767.93
11/05/13,1762.97
11/06/13,1770.49
11/07/13,1747.15
11/08/13,1770.61
11/11/13,1771.89
11/12/13,1767.69
11/13/13,1782
11/14/13,1790.62
11/15/13,1798.18
11/18/13,1791.53
11/19/13,1787.87
11/20/13,1781.37
11/21/13,1795.85
11/22/13,1804.76
11/25/13,1802.48
11/26/13,1802.75
11/27/13,1807.23
11/28/13,0
11/29/13,1805.81
12/02/13,1800.9
12/03/13,1795.15
12/04/13,1792.81
12/05/13,1785.03
12/06/13,1805.09
12/09/13,1808.37
12/10/13,1802.62
12/11/13,1782.22
12/12/13,1775.5
12/13/13,1775.32
12/16/13,1786.54
12/17/13,1781
12/18/13,1810.65
12/19/13,1809.6
12/20/13,1818.32
12/23/13,1827.99
12/24/13,1833.32
12/25/13,0
12/26/13,1842.02
12/27/13,1841.4
12/30/13,1841.07
12/31/13,1848.36
01/01/14,0
01/02/14,1831.98
01/03/14,1831.37
01/06/14,1826.77
01/07/14,1837.88
01/08/14,1837.49
01/09/14,1838.13
01/10/14,1842.37
01/13/14,1819.2
01/14/14,1838.88
01/15/14,1848.38
01/16/14,1845.89
01/17/14,1838.7
01/20/14,0
01/21/14,1843.8
01/22/14,1844.86
01/23/14,1828.46
01/24/14,1790.29
01/27/14,1781.56
01/28/14,1792.5
01/29/14,1774.2
01/30/14,1794.19
01/31/14,1782.59
02/03/14,1741.89
02/04/14,1755.2
02/05/14,1751.64
02/06/14,1773.43
02/07/14,1797.02
02/10/14,1799.84
02/11/14,1819.75
02/12/14,1819.26
02/13/14,1829.83
02/14/14,1838.63
02/17/14,0
02/18/14,1840.76
02/19/14,1828.75
02/20/14,1839.78
02/21/14,1836.25
02/24/14,1847.61
02/25/14,1845.12
02/26/14,1845.16
02/27/14,1854.29
02/28/14,1859.45
03/03/14,1845.73
03/04/14,1873.91
03/05/14,1873.81
03/06/14,1877.03
03/07/14,1878.04
03/10/14,1877.17
03/11/14,1867.63
03/12/14,1868.2
03/13/14,1846.34
03/14/14,1841.13
03/17/14,1858.83
03/18/14,1872.25
03/19/14,1860.77
03/20/14,1872.01
03/21/14,1866.52
03/24/14,1857.44
03/25/14,1865.62
03/26/14,1852.56
03/27/14,1849.04
03/28/14,1857.62
03/31/14,1872.34
04/01/14,1885.52
04/02/14,1890.9
04/03/14,1888.77
04/04/14,1865.09
04/07/14,1845.04
04/08/14,1851.96
04/09/14,1872.18
04/10/14,1833.08
04/11/14,1815.69
04/14/14,1830.61
04/15/14,1842.98
04/16/14,1862.31
04/17/14,1864.85
04/18/14,0
04/21/14,1871.89
04/22/14,1879.55
04/23/14,1875.39
04/24/14,1878.61
04/25/14,1863.4
04/28/14,1869.43
04/29/14,1878.33
04/30/14,1883.95
05/01/14,1883.68
05/02/14,1881.14
05/05/14,1884.66
05/06/14,1867.72
05/07/14,1878.21
05/08/14,1875.63
05/09/14,1878.48
05/12/14,1896.65
05/13/14,1897.45
05/14/14,1888.53
05/15/14,1870.85
05/16/14,1877.86
05/19/14,1885.08
05/20/14,1872.83
05/21/14,1888.03
05/22/14,1892.49
05/23/14,1900.53
05/26/14,0
05/27/14,1911.91
05/28/14,1909.78
05/29/14,1920.03
05/30/14,1923.57
06/02/14,1924.97
06/03/14,1924.24
06/04/14,1927.88
06/05/14,1940.46
06/06/14,1949.44
06/09/14,1951.27
06/10/14,1950.79
06/11/14,1943.89
06/12/14,1930.11
06/13/14,1936.16
06/16/14,1937.78
06/17/14,1941.99
06/18/14,1956.98
06/19/14,1959.48
06/20/14,1962.87
06/23/14,1962.61
06/24/14,1949.98
06/25/14,1959.53
06/26/14,1957.22
06/27/14,1960.96
06/30/14,1960.23
07/01/14,1973.32
07/02/14,1974.62
07/03/14,1985.44
07/04/14,0
07/07/14,1977.65
07/08/14,1963.71
07/09/14,1972.83
07/10/14,1964.68
07/11/14,1967.57
07/14/14,1977.1
07/15/14,1973.28
07/16/14,1981.57
07/17/14,1958.12
07/18/14,1978.22
07/21/14,1973.63
07/22/14,1983.53
07/23/14,1987.01
07/24/14,1987.98
07/25/14,1978.34
07/28/14,1978.91
07/29/14,1969.95
07/30/14,1970.07
07/31/14,1930.67
08/01/14,1925.15
08/04/14,1938.99
08/05/14,1920.21
08/06/14,1920.24
08/07/14,1909.57
08/08/14,1931.59
08/11/14,1936.92
08/12/14,1933.75
08/13/14,1946.72
08/14/14,1955.18
08/15/14,1955.06
08/18/14,1971.74
08/19/14,1981.6
08/20/14,1986.51
08/21/14,1992.37
08/22/14,1988.4
08/25/14,1997.92
08/26/14,2000.02
08/27/14,2000.12
08/28/14,1996.74
08/29/14,2003.37
09/01/14,0
09/02/14,2002.28
09/03/14,2000.72
09/04/14,1997.65
09/05/14,2007.71
09/08/14,2001.54
09/09/14,1988.44
09/10/14,1995.69
09/11/14,1997.45
09/12/14,1985.54
09/15/14,1984.13
09/16/14,1998.98
09/17/14,2001.57
09/18/14,2011.36
09/19/14,2010.4
09/22/14,1994.29
09/23/14,1982.77
09/24/14,1998.3
09/25/14,1965.99
09/26/14,1982.85
09/29/14,1977.8
09/30/14,1972.29
10/01/14,1946.16
10/02/14,1946.17
10/03/14,1967.9
10/06/14,1964.82
10/07/14,1935.1
10/08/14,1968.89
10/09/14,1928.21
10/10/14,1906.13
10/13/14,1874.74
10/14/14,1877.7
10/15/14,1862.49
10/16/14,1862.76
10/17/14,1886.76
10/20/14,1904.01
10/21/14,1941.28
10/22/14,1927.11
10/23/14,1950.82
10/24/14,1964.58
10/27/14,1961.63
10/28/14,1985.05
10/29/14,1982.3
10/30/14,1994.65
10/31/14,2018.05
11/03/14,2017.81
11/04/14,2012.1
11/05/14,2023.57
11/06/14,2031.21
11/07/14,2031.92
11/10/14,2038.26
11/11/14,2039.68
11/12/14,2038.25
11/13/14,2039.33
11/14/14,2039.82
11/17/14,2041.32
11/18/14,2051.8
11/19/14,2048.72
11/20/14,2052.75
11/21/14,2063.5
11/24/14,2069.41
11/25/14,2067.03
11/26/14,2072.83
11/27/14,0
11/28/14,2067.56
12/01/14,2053.44
12/02/14,2066.55
12/03/14,2074.33
12/04/14,2071.92
12/05/14,2075.37
12/08/14,2060.31
12/09/14,2059.82
12/10/14,2026.14
12/11/14,2035.33
12/12/14,2002.33
12/15/14,1989.63
12/16/14,1972.74
12/17/14,2012.89
12/18/14,2061.23
12/19/14,2070.65
12/22/14,2078.54
12/23/14,2082.17
12/24/14,2081.88
12/25/14,0
12/26/14,2088.77
12/29/14,2090.57
12/30/14,2080.35
12/31/14,2058.9
01/01/15,0
01/02/15,2058.2
01/05/15,2020.58
01/06/15,2002.61
01/07/15,2025.9
01/08/15,2062.14
01/09/15,2044.81
01/12/15,2028.26
01/13/15,2023.03
01/14/15,2011.27
01/15/15,1992.67
01/16/15,2019.42
01/19/15,0
01/20/15,2022.55
01/21/15,2032.12
01/22/15,2063.15
01/23/15,2051.82
01/26/15,2057.09
01/27/15,2029.55
01/28/15,2002.16
01/29/15,2021.25
01/30/15,1994.99
02/02/15,2020.85
02/03/15,2050.03
02/04/15,2041.51
02/05/15,2062.52
02/06/15,2055.47
02/09/15,2046.74
02/10/15,2068.59
02/11/15,2068.53
02/12/15,2088.48
02/13/15,2096.99
02/16/15,0
02/17/15,2100.34
02/18/15,2099.68
02/19/15,2097.45
02/20/15,2110.3
02/23/15,2109.66
02/24/15,2115.48
02/25/15,2113.86
02/26/15,2110.74
02/27/15,2104.5
03/02/15,2117.39
03/03/15,2107.78
03/04/15,2098.53
03/05/15,2101.04
03/06/15,2071.26
03/09/15,2079.43
03/10/15,2044.16
03/11/15,2040.24
03/12/15,2065.95
03/13/15,2053.4
03/16/15,2081.19
03/17/15,2074.28
03/18/15,2099.5
03/19/15,2089.27
03/20/15,2108.1
03/23/15,2104.42
03/24/15,2091.5
03/25/15,2061.05
03/26/15,2056.15
03/27/15,2061.02
03/30/15,2086.24
03/31/15,2067.89
04/01/15,2059.69
04/02/15,2066.96
04/03/15,0
04/06/15,2080.62
04/07/15,2076.33
04/08/15,2081.9
04/09/15,2091.18
04/10/15,2102.06
04/13/15,2092.43
04/14/15,2095.84
04/15/15,2106.63
04/16/15,2104.99
04/17/15,2081.18
04/20/15,2100.4
04/21/15,2097.29
04/22/15,2107.96
04/23/15,2112.93
04/24/15,2117.69
04/27/15,2108.92
04/28/15,2114.76
04/29/15,2106.85
04/30/15,2085.51
05/01/15,2108.29
05/04/15,2114.49
05/05/15,2089.46
05/06/15,2080.15
05/07/15,2088
05/08/15,2116.1
05/11/15,2105.33
05/12/15,2099.12
05/13/15,2098.48
05/14/15,2121.1
05/15/15,2122.73
05/18/15,2129.2
05/19/15,2127.83
05/20/15,2125.85
05/21/15,2130.82
05/22/15,2126.06
05/25/15,0
05/26/15,2104.2
05/27/15,2123.48
05/28/15,2120.79
05/29/15,2107.39
06/01/15,2111.73
06/02/15,2109.6
06/03/15,2114.07
06/04/15,2095.84
06/05/15,2092.83
06/08/15,2079.28
06/09/15,2080.15
06/10/15,2105.2
06/11/15,2108.86
06/12/15,2094.11
06/15/15,2084.43
06/16/15,2096.29
06/17/15,2100.44
06/18/15,2121.24
06/19/15,2109.99
06/22/15,2122.85
06/23/15,2124.2
06/24/15,2108.58
06/25/15,2102.31
06/26/15,2101.49
06/29/15,2057.64
06/30/15,2063.11
07/01/15,2077.42
07/02/15,2076.78
07/03/15,0
07/06/15,2068.76
07/07/15,2081.34
07/08/15,2046.68
07/09/15,2051.31
07/10/15,2076.62
07/13/15,2099.6
07/14/15,2108.95
07/15/15,2107.4
07/16/15,2124.29
07/17/15,2126.64
07/20/15,2128.28
07/21/15,2119.21
07/22/15,2114.15
07/23/15,2102.15
07/24/15,2079.65
07/27/15,2067.64
07/28/15,2093.25
07/29/15,2108.57
07/30/15,2108.63
07/31/15,2103.84
08/03/15,2098.04
08/04/15,2093.32
08/05/15,2099.84
08/06/15,2083.56
08/07/15,2077.57
08/10/15,2104.18
08/11/15,2084.07
08/12/15,2086.05
08/13/15,2083.39
08/14/15,2091.54
08/17/15,2102.44
08/18/15,2096.92
08/19/15,2079.61
08/20/15,2035.73
08/21/15,1970.89
08/24/15,1893.21
08/25/15,1867.61
08/26/15,1940.51
08/27/15,1987.66
08/28/15,1988.87
08/31/15,1972.18
09/01/15,1913.85
09/02/15,1948.86
09/03/15,1951.13
09/04/15,1921.22
09/07/15,0
09/08/15,1969.41
09/09/15,1942.04
09/10/15,1952.29
09/11/15,1961.05
09/14/15,1953.03
09/15/15,1978.09
09/16/15,1995.31
09/17/15,1990.2
09/18/15,1958.03
09/21/15,1966.97
09/22/15,1942.74
09/23/15,1938.76
09/24/15,1932.24
09/25/15,1931.34
09/28/15,1881.77
09/29/15,1884.09
09/30/15,1920.03
10/01/15,1923.82
10/02/15,1951.36
10/05/15,1987.05
10/06/15,1979.92
10/07/15,1995.83
10/08/15,2013.43
10/09/15,2014.89
10/12/15,2017.46
10/13/15,2003.69
10/14/15,1994.24
10/15/15,2023.86
10/16/15,2033.11
10/19/15,2033.66
10/20/15,2030.77
10/21/15,2018.94
10/22/15,2052.51
10/23/15,2075.15
10/26/15,2071.18
10/27/15,2065.89
10/28/15,2090.35
10/29/15,2089.41
10/30/15,2079.36
11/02/15,2104.05
11/03/15,2109.79
11/04/15,2102.31
11/05/15,2099.93
11/06/15,2099.2
11/09/15,2078.58
11/10/15,2081.72
11/11/15,2075
11/12/15,2045.97
11/13/15,2023.04
11/16/15,2053.19
11/17/15,2050.44
11/18/15,2083.58
11/19/15,2081.24
11/20/15,2089.17
11/23/15,2086.59
11/24/15,2089.14
11/25/15,2088.87
11/26/15,0
11/27/15,2090.11
11/30/15,2080.41
12/01/15,2102.63
12/02/15,2079.51
12/03/15,2049.62
12/04/15,2091.69
12/07/15,2077.07
12/08/15,2063.59
12/09/15,2047.62
12/10/15,2052.23
12/11/15,2012.37
12/14/15,2021.94
12/15/15,2043.41
12/16/15,2073.07
12/17/15,2041.89
12/18/15,2005.55
12/21/15,2021.15
12/22/15,2038.97
12/23/15,2064.29
12/24/15,2060.99
12/25/15,0
12/28/15,2056.5
12/29/15,2078.36
12/30/15,2063.36
12/31/15,2043.94
01/01/16,0
01/04/16,2012.66
01/05/16,2016.71
01/06/16,1990.26
01/07/16,1943.09
01/08/16,1922.03
01/11/16,1923.67
01/12/16,1938.68
01/13/16,1890.28
01/14/16,1921.84
01/15/16,1880.33
01/18/16,0
01/19/16,1881.33
01/20/16,1859.33
01/21/16,1868.99
01/22/16,1906.9
01/25/16,1877.08
01/26/16,1903.63
01/27/16,1882.95
01/28/16,1893.36
01/29/16,1940.24
02/01/16,1939.38
02/02/16,1903.03
02/03/16,1912.53
02/04/16,1915.45
02/05/16,1880.05
02/08/16,1853.44
02/09/16,1852.21
02/10/16,1851.86
02/11/16,1829.08
02/12/16,1864.78
02/15/16,0
02/16/16,1895.58
02/17/16,1926.82
02/18/16,1917.83
02/19/16,1917.78
02/22/16,1945.5
02/23/16,1921.27
02/24/16,1929.8
02/25/16,1951.7
02/26/16,1948.05
02/29/16,1932.23
03/01/16,1978.35
03/02/16,1986.45
03/03/16,1993.4
03/04/16,1999.99
03/07/16,2001.76
03/08/16,1979.26
03/09/16,1989.26
03/10/16,1989.57
03/11/16,2022.19
03/14/16,2019.64
03/15/16,2015.93
03/16/16,2027.22
03/17/16,2040.59
03/18/16,2049.58
03/21/16,2051.6
03/22/16,2049.8
03/23/16,2036.71
03/24/16,2035.94
03/25/16,0
03/28/16,2037.05
03/29/16,2055.01
03/30/16,2063.95
03/31/16,2059.74
04/01/16,2072.78
04/04/16,2066.13
04/05/16,2045.17
04/06/16,2066.66
04/07/16,2041.91
04/08/16,2047.6
04/11/16,2041.99
04/12/16,2061.72
04/13/16,2082.42
04/14/16,2082.78
04/15/16,2080.73
04/18/16,2094.34
04/19/16,2100.8
04/20/16,2102.4
04/21/16,2091.48
04/22/16,2091.58
04/25/16,2087.79
04/26/16,2091.7
04/27/16,2095.15
04/28/16,2075.81
04/29/16,2065.3
05/02/16,2081.43
05/03/16,2063.37
05/04/16,2051.12
05/05/16,2050.63
05/06/16,2057.14
05/09/16,2058.69
05/10/16,2084.39
05/11/16,2064.46
05/12/16,2064.11
05/13/16,2046.61
05/16/16,2066.66
05/17/16,2047.21
05/18/16,2047.63
05/19/16,2040.04
05/20/16,2052.32
05/23/16,2048.04
05/24/16,2076.06
05/25/16,2090.54
05/26/16,2090.1
05/27/16,2099.06
05/30/16,0
05/31/16,2096.96
06/01/16,2099.33
06/02/16,2105.26
06/03/16,2099.13
06/06/16,2109.41
06/07/16,2112.13
06/08/16,2119.12
06/09/16,2115.48
06/10/16,2096.07
06/13/16,2079.06
06/14/16,2075.32
06/15/16,2071.5
06/16/16,2077.99
06/17/16,2071.22
06/20/16,2083.25
06/21/16,2088.9
06/22/16,2085.45
06/23/16,2113.32
06/24/16,2037.41
06/27/16,2000.54
06/28/16,2036.09
06/29/16,2070.77
06/30/16,2098.86
07/01/16,2102.95
07/04/16,0
07/05/16,2088.55
07/06/16,2099.73
07/07/16,2097.9
07/08/16,2129.9
07/11/16,2137.16
07/12/16,2152.14
07/13/16,2152.43
07/14/16,2163.75
07/15/16,2161.74
07/18/16,2166.89
07/19/16,2163.78
07/20/16,2173.02
07/21/16,2165.17
07/22/16,2175.03
07/25/16,2168.48
07/26/16,2169.18
07/27/16,2166.58
07/28/16,2170.06
07/29/16,2173.6
08/01/16,2170.84
08/02/16,2157.03
08/03/16,2163.79
08/04/16,2164.25
08/05/16,2182.87
08/08/16,2180.89
08/09/16,2181.74
08/10/16,2175.49
08/11/16,2185.79
08/12/16,2184.05
08/15/16,2190.15
08/16/16,2178.15
08/17/16,2182.22
08/18/16,2187.02
08/19/16,2183.87
08/22/16,2182.64
08/23/16,2186.9
08/24/16,2175.44
08/25/16,2172.47
08/26/16,2169.04
08/29/16,2180.38
08/30/16,2176.12
08/31/16,2170.95
09/01/16,2170.86
09/02/16,2179.98
09/05/16,0
09/06/16,2186.48
09/07/16,2186.16
09/08/16,2181.3
09/09/16,2127.81
09/12/16,2159.04
09/13/16,2127.02
09/14/16,2125.77
09/15/16,2147.26
09/16/16,2139.16
09/19/16,2139.12
09/20/16,2139.76
09/21/16,2163.12
09/22/16,2177.18
09/23/16,2164.69
09/26/16,2146.1
09/27/16,2159.93
09/28/16,2171.37
09/29/16,2151.13
09/30/16,2168.27
10/03/16,2161.2
10/04/16,2150.49
10/05/16,2159.73
10/06/16,2160.77
10/07/16,2153.74
10/10/16,2163.66
10/11/16,2136.73
10/12/16,2139.18
10/13/16,2132.55
10/14/16,2132.98
10/17/16,2126.5
10/18/16,2139.6
10/19/16,2144.29
10/20/16,2141.34
10/21/16,2141.16
10/24/16,2151.33
10/25/16,2143.16
10/26/16,2139.43
10/27/16,2133.04
10/28/16,2126.41
10/31/16,2126.15
11/01/16,2111.72
11/02/16,2097.94
11/03/16,2088.66
11/04/16,2085.18
11/07/16,2131.52
11/08/16,2139.56
11/09/16,2163.26
11/10/16,2167.48
11/11/16,2164.45
11/14/16,2164.2
11/15/16,2180.39
11/16/16,2176.94
11/17/16,2187.12
11/18/16,2181.9
11/21/16,2198.18
11/22/16,2202.94
11/23/16,2204.72
11/24/16,0
11/25/16,2213.35
11/28/16,2201.72
11/29/16,2204.66
11/30/16,2198.81
12/01/16,2191.08
12/02/16,2191.95
12/05/16,2204.71
12/06/16,2212.23
12/07/16,2241.35
12/08/16,2246.19
12/09/16,2259.53
12/12/16,2256.96
12/13/16,2271.72
12/14/16,2253.28
12/15/16,2262.03
12/16/16,2258.07
12/19/16,2262.53
12/20/16,2270.76
12/21/16,2265.18
12/22/16,2260.96
12/23/16,2263.79
12/26/16,0
12/27/16,2268.88
12/28/16,2249.92
12/29/16,2249.26
12/30/16,2238.83
01/02/17,0
01/03/17,2257.83
01/04/17,2270.75
01/05/17,2269
01/06/17,2276.98
01/09/17,2268.9
01/10/17,2268.9
01/11/17,2275.32
01/12/17,2270.44
01/13/17,2274.64
01/16/17,0
01/17/17,2267.89
01/18/17,2271.89
01/19/17,2263.69
01/20/17,2271.31
01/23/17,2265.2
01/24/17,2280.07
01/25/17,2298.37
01/26/17,2296.68
01/27/17,2294.69
01/30/17,2280.9
01/31/17,2278.87
02/01/17,2279.55
02/02/17,2280.85
02/03/17,2297.42
02/06/17,2292.56
02/07/17,2293.08
02/08/17,2294.67
02/09/17,2307.87
02/10/17,2316.1
02/13/17,2328.25
02/14/17,2337.58
02/15/17,2349.25
02/16/17,2347.22
02/17/17,2351.16
02/20/17,0
02/21/17,2365.38
02/22/17,2362.82
02/23/17,2363.81
02/24/17,2367.34
02/27/17,2369.75
02/28/17,2363.64
03/01/17,2395.96
03/02/17,2381.92
03/03/17,2383.12
03/06/17,2375.31
03/07/17,2368.39
03/08/17,2362.98
03/09/17,2364.87
03/10/17,2372.6
03/13/17,2373.47
03/14/17,2365.45
03/15/17,2385.26
03/16/17,2381.38
03/17/17,2378.25
03/20/17,2373.47
03/21/17,2344.02
03/22/17,2348.45
03/23/17,2345.96
03/24/17,2343.98
03/27/17,2341.59
03/28/17,2358.57
03/29/17,2361.13
03/30/17,2368.06
03/31/17,2362.72
04/03/17,2358.84
04/04/17,2360.16
04/05/17,2352.95
04/06/17,2357.49
04/07/17,2355.54
04/10/17,2357.16
04/11/17,2353.78
04/12/17,2344.93
04/13/17,2328.95
04/14/17,0
04/17/17,2349.01
04/18/17,2342.19
04/19/17,2338.17
04/20/17,2355.84
04/21/17,2348.69
04/24/17,2374.15
04/25/17,2388.61
04/26/17,2387.45
04/27/17,2388.77
04/28/17,2384.2
05/01/17,2388.33
05/02/17,2391.17
05/03/17,2388.13
05/04/17,2389.52
05/05/17,2399.29
05/08/17,2399.38
05/09/17,2396.92
05/10/17,2399.63
05/11/17,2394.44
05/12/17,2390.9
05/15/17,2402.32
05/16/17,2400.67
05/17/17,2357.03
05/18/17,2365.72
05/19/17,2381.73
05/22/17,2394.02
05/23/17,2398.42
05/24/17,2404.39
05/25/17,2415.07
05/26/17,2415.82
05/29/17,0
05/30/17,2412.91
05/31/17,2411.8
06/01/17,2430.06
06/02/17,2439.07
06/05/17,2436.1
06/06/17,2429.33
06/07/17,2433.14
06/08/17,2433.79
06/09/17,2431.77
06/12/17,2429.39
06/13/17,2440.35
06/14/17,2437.92
06/15/17,2432.46
06/16/17,2433.15
06/19/17,2453.46
06/20/17,2437.03
06/21/17,2435.61
06/22/17,2434.5
06/23/17,2438.3
06/26/17,2439.07
06/27/17,2419.38
06/28/17,2440.69
06/29/17,2419.7
06/30/17,2423.41
07/03/17,2429.01
07/04/17,0
07/05/17,2432.54
07/06/17,2409.75
07/07/17,2425.18
07/10/17,2427.43
07/11/17,2425.53
07/12/17,2443.25
07/13/17,2447.83
07/14/17,2459.27
07/17/17,2459.14
07/18/17,2460.61
07/19/17,2473.83
07/20/17,2473.45
07/21/17,2472.54
07/24/17,2469.91
07/25/17,2477.13
07/26/17,2477.83
07/27/17,2475.42
07/28/17,2472.1
07/31/17,2470.3
08/01/17,2476.35
08/02/17,2477.57
08/03/17,2472.16
08/04/17,2476.83
08/07/17,2480.91
08/08/17,2474.92
08/09/17,2474.02
08/10/17,2438.21
08/11/17,2441.32
08/14/17,2465.84
08/15/17,2464.61
08/16/17,2468.11
08/17/17,2430.01
08/18/17,2425.55
08/21/17,2428.37
08/22/17,2452.51
08/23/17,2444.04
08/24/17,2438.97
08/25/17,2443.05
08/28/17,2444.24
08/29/17,2446.3
08/30/17,2457.59
08/31/17,2471.65
09/01/17,2476.55
09/04/17,0
09/05/17,2457.85
09/06/17,2465.54
09/07/17,2465.1
09/08/17,2461.43
09/11/17,2488.11
09/12/17,2496.48
09/13/17,2498.37
09/14/17,2495.62
09/15/17,2500.23
09/18/17,2503.87
09/19/17,2506.65
09/20/17,2508.24
09/21/17,2500.6
09/22/17,2502.22
09/25/17,2496.66
09/26/17,2496.84
09/27/17,2507.04
09/28/17,2510.06
09/29/17,2519.36
10/02/17,2529.12
10/03/17,2534.58
10/04/17,2537.74
10/05/17,2552.07
10/06/17,2549.33
10/09/17,2544.73
10/10/17,2550.64
10/11/17,2555.24
10/12/17,2550.93
10/13/17,2553.17
10/16/17,2557.64
10/17/17,2559.36
10/18/17,2561.26
10/19/17,2562.1
10/20/17,2575.21
10/23/17,2564.98
10/24/17,2569.13
10/25/17,2557.15
10/26/17,2560.4
10/27/17,2581.07
10/30/17,2572.83
10/31/17,2575.26
11/01/17,2579.36
11/02/17,2579.85
11/03/17,2587.84
11/06/17,2591.13
11/07/17,2590.64
11/08/17,2594.38
11/09/17,2584.62
11/10/17,2582.3
11/13/17,2584.84
11/14/17,2578.87
11/15/17,2564.62
11/16/17,2585.64
11/17/17,2578.85
11/20/17,2582.14
11/21/17,2599.03
11/22/17,2597.08
11/23/17,0
11/24/17,2602.42
11/27/17,2601.42
11/28/17,2627.04
11/29/17,2626.07
11/30/17,2647.58
12/01/17,2642.22
12/04/17,2639.44
12/05/17,2629.57
12/06/17,2629.27
12/07/17,2636.98
12/08/17,2651.5
12/11/17,2659.99
12/12/17,2664.11
12/13/17,2662.85
12/14/17,2652.01
12/15/17,2675.81
12/18/17,2690.16
12/19/17,2681.47
12/20/17,2679.25
12/21/17,2684.57
12/22/17,2683.34
12/25/17,0
12/26/17,2680.5
12/27/17,2682.62
12/28/17,2687.54
12/29/17,2673.61
01/01/18,0
01/02/18,2695.81
01/03/18,2713.06
01/04/18,2723.99
01/05/18,2743.15
01/08/18,2747.71
01/09/18,2751.29
01/10/18,2748.23
01/11/18,2767.56
01/12/18,2786.24
01/15/18,0
01/16/18,2776.42
01/17/18,2802.56
01/18/18,2798.03
01/19/18,2810.3
01/22/18,2832.97
01/23/18,2839.13
01/24/18,2837.54
01/25/18,2839.25
01/26/18,2872.87
01/29/18,2853.53
01/30/18,2822.43
01/31/18,2823.81
02/01/18,2821.98
02/02/18,2762.13
02/05/18,2648.94
02/06/18,2695.14
02/07/18,2681.66
02/08/18,2581
02/09/18,2619.55
02/12/18,2656
02/13/18,2662.94
02/14/18,2698.63
02/15/18,2731.2
02/16/18,2732.22
02/19/18,0
02/20/18,2716.26
02/21/18,2701.33
02/22/18,2703.96
02/23/18,2747.3
02/26/18,2779.6
02/27/18,2744.28
02/28/18,2713.83
03/01/18,2677.67
03/02/18,2691.25
03/05/18,2720.94
03/06/18,2728.12
03/07/18,2726.8
03/08/18,2738.97
03/09/18,2786.57
03/12/18,2783.02
03/13/18,2765.31
03/14/18,2749.48
03/15/18,2747.33
03/16/18,2752.01
03/19/18,2712.92
03/20/18,2716.94
03/21/18,2711.93
03/22/18,2643.69
03/23/18,2588.26
03/26/18,2658.55
03/27/18,2612.62
03/28/18,2605
03/29/18,2640.87
03/30/18,0
04/02/18,2581.88
04/03/18,2614.45
04/04/18,2644.69
04/05/18,2662.84
04/06/18,2604.47
04/09/18,2613.16
04/10/18,2656.87
04/11/18,2642.19
04/12/18,2663.99
04/13/18,2656.3
04/16/18,2677.84
04/17/18,2706.39
04/18/18,2708.64
04/19/18,2693.13
04/20/18,2670.14
04/23/18,2670.29
04/24/18,2634.56
04/25/18,2639.4
04/26/18,2666.94
04/27/18,2669.91
04/30/18,2648.05
05/01/18,2654.8
05/02/18,2635.67
05/03/18,2629.73
05/04/18,2663.42
05/07/18,2672.63
05/08/18,2671.92
05/09/18,2697.79
05/10/18,2723.07
05/11/18,2727.72
05/14/18,2730.13
05/15/18,2711.45
05/16/18,2722.46
05/17/18,2720.13
05/18/18,2712.97
05/21/18,2733.01
05/22/18,2724.44
05/23/18,2733.29
05/24/18,2727.76
05/25/18,2721.33
05/28/18,0
05/29/18,2689.86
05/30/18,2724.01
05/31/18,2705.27
06/01/18,2734.62
06/04/18,2746.87
06/05/18,2748.8
06/06/18,2772.35
06/07/18,2770.37
